#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)"
0.020000000000000004,-168.3552875555616,1.0679562078483098
0.04000000000000002,-167.67837236329612,2.3965940022326007
0.06000000000000004,-165.2123566198847,2.8543237941311688
0.08000000000000006,-164.88309811946613,4.563603776677337
0.10000000000000007,-165.37257163758645,6.840587521008269
0.12000000000000009,-163.48662998251285,7.61209026570461
0.1400000000000001,-159.00152000601727,8.494681392513105
0.16000000000000011,-159.9861950954152,8.99744865668658
0.18000000000000013,-157.87889742732176,8.353643624591985
0.20000000000000015,-155.2672080063506,9.327992751032257
0.22000000000000017,-154.7247848530434,10.938475764237152
0.24000000000000019,-159.36923767464708,13.295935808996749
0.2600000000000002,-154.26691656814256,9.426191424643331
0.2800000000000002,-156.15536731815905,12.716412425599563
0.3000000000000002,-153.0875889220789,13.391339688230598
0.32000000000000023,-153.93949966602375,18.935100528700247
0.34000000000000025,-154.6136470309778,17.303722086532503
0.36000000000000026,-148.97745533619425,14.89437808345386
0.3800000000000003,-151.20499833578282,16.65181091987388
0.4000000000000003,-154.65936428108057,22.039159027530275
0.4200000000000003,-145.6824157188438,14.94399746417317
0.44000000000000034,-157.5379627259705,25.699427300124846
0.46000000000000035,-152.47275066717765,23.543486881832898
0.48000000000000037,-148.8063812153884,20.703299711264577
0.5000000000000003,-145.59510914227093,14.601632317315788
0.5200000000000004,-151.48314468763454,19.529214310740965
0.5400000000000004,-149.1489214085493,18.886931481437255
0.5600000000000004,-149.6127017637558,22.369631715559457
0.5800000000000004,-149.85303227340265,23.886060481344785
0.6000000000000004,-151.31483306568322,25.53170843002305
0.6200000000000004,-140.66006379138895,17.409826491907094
0.6400000000000005,-151.66530255982047,28.639900688573142
0.6600000000000005,-144.45282496116224,20.665584626451363
0.6800000000000005,-146.3284697222482,26.350688138704896
0.7000000000000005,-139.78305796562324,22.594960051970293
0.7200000000000005,-147.98784395809153,33.03357933703342
0.7400000000000005,-138.3298576560495,24.808973966432056
0.7600000000000006,-146.11566075054753,30.220118875278242
0.7800000000000006,-147.49552279144459,31.61084466048314
0.8000000000000006,-147.9371165259151,33.14885572881036
0.8200000000000006,-131.04204813620535,19.034439196990025
0.8400000000000006,-133.57093881903066,21.733222316464886
0.8600000000000007,-135.1547461985997,26.442412131336173
0.8800000000000007,-128.9365855104748,18.30413135955439
0.9000000000000007,-143.004293183458,32.98906578964299
0.9200000000000007,-137.55424701630267,28.264366660780727
0.9400000000000007,-136.55424368892517,31.15006817602426
0.9600000000000007,-140.88631465066848,38.95756506244637
0.9800000000000008,-137.86430949568276,37.70965840426575
1.0000000000000007,-137.7503453121726,38.86063735425013
1.0200000000000007,-141.63714225117388,43.25468788431114
1.0400000000000007,-133.53800698390657,33.54306946181901
1.0600000000000007,-134.2384070171504,38.05015682086298
1.0800000000000007,-129.80670253103506,36.7227127043991
1.1000000000000008,-124.30909325159972,32.62364241445018
1.1200000000000008,-132.4044715709615,39.22019598337041
1.1400000000000008,-128.78386368223715,37.04608963528067
1.1600000000000008,-120.81808680477381,26.605814347980118
1.1800000000000008,-132.18812164692062,35.94526214432649
1.2000000000000008,-129.83583083468784,33.863198040308326
1.2200000000000009,-137.76476355587772,42.51127244449039
1.2400000000000009,-131.41123796303776,39.700779877166056
1.260000000000001,-140.7900512627315,50.692378226614714
1.280000000000001,-123.09260857798063,35.26766694780637
1.300000000000001,-129.6938272132289,46.31819250018715
1.320000000000001,-122.22930384511962,34.07690092427141
1.340000000000001,-119.41848305904581,31.731081025282943
1.360000000000001,-127.96251850795201,38.39674521140348
1.380000000000001,-136.05918792702124,44.68786561485235
1.400000000000001,-130.6108547235125,45.406412813896964
1.420000000000001,-130.40763286507007,50.58827140824685
1.440000000000001,-137.00208066630105,61.48811672121136
1.460000000000001,-122.39544024742858,50.395113652162756
1.480000000000001,-119.88154555544959,51.51348705473949
1.500000000000001,-127.48077696943847,59.739916541829245
1.5200000000000011,-103.03961761062612,38.7289725056896
1.5400000000000011,-111.37721781375572,45.375740959102835
1.5600000000000012,-120.54161409856363,52.56544895670436
1.5800000000000012,-100.0571582786539,37.0633929840574
1.6000000000000012,-111.19168767983297,50.756831662282615
