0, -143.84347377182456, 1
1, -120.20149148152228, 1
2, -145.8029315432003, 1
3, -768.8141360551562, 1
4, -473.89968033853154, 1
5, -121.06879246229055, 1
6, -143.9719628060384, 1
7, -803.9880091637335, 1
8, -116.82865433407459, 1
9, -125.21256381478781, 1
10, -110.08298003931921, 1
11, -1027.269828321392, 1
12, -189.68193671786204, 1
13, -374.5134123952142, 1
14, -846.2609014111192, 1
15, -122.8355166823222, 1
16, -115.19041914825677, 1
17, -142.46221665434106, 1
18, -110.69330295170651, 1
19, -699.0124682333052, 1
20, -216.11855550171987, 1
21, -169.38066931641902, 1
22, -280.17033904375086, 1
23, -738.0088901089152, 1
24, -110.3078358491584, 1
25, -128.42478966943324, 1
26, -283.89652103515823, 1
27, -128.07144482542688, 1
28, -115.25466366529368, 1
29, -196.58822230541972, 1
30, -106.8707541846738, 1
31, -101.95604862703364, 1
32, -259.0338929200347, 1
33, -108.05927775085993, 1
34, -124.9877080049953, 1
35, -193.66509677769704, 1
36, -117.85656660759847, 1
37, -904.691289707404, 1
38, -130.99457035319625, 1
39, -116.02559787043657, 1
40, -108.34837807782935, 1
41, -106.6780206333764, 1
42, -347.1452481135046, 1
43, -115.961353353353, 1
44, -1145.7688400999195, 1
45, -611.6078027279414, 1
46, -235.87374450795252, 1
47, -929.6824068566948, 1
48, -329.73498398119574, 1
49, -145.86717606028387, 1
50, -126.40108738102062, 1
51, -81.97600381105514, 1
52, -764.7667314782842, 1
53, -102.91971638338059, 1
54, -113.90552880635194, 1
55, -183.25748500857122, 1
56, -313.60961019079167, 1
57, -179.75615882695638, 1
58, -111.07877005425463, 1
59, -95.27461884931516, 1
60, -107.12773225300809, 1
61, -98.32623341125165, 1
62, -267.1929465909087, 1
63, -102.21302669541461, 1
64, -168.06365671597237, 1
65, -202.98055175616875, 1
66, -1022.2908782466683, 1
67, -146.15627638715995, 1
68, -105.13615222313726, 1
69, -118.75598984690852, 1
70, -110.33995810770018, 1
71, -609.2628778540642, 1
72, -480.1313984965249, 1
73, -110.82179198592033, 1
74, -468.37465186850403, 1
75, -216.95373422399302, 1
76, -635.3140295353272, 1
77, -123.51008411183975, 1
78, -200.02530396990431, 1
79, -185.7951434336991, 1
80, -124.69860767802588, 1
81, -156.62813267336935, 1
82, -556.9035964230172, 1
83, -292.95499794529564, 1
84, -107.93078871669279, 1
85, -99.28990116764527, 1
86, -93.79699495620626, 1
87, -159.61550271822225, 1
88, -248.01595823856823, 1
89, -665.3804635349669, 1
