#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)"
0.020000000000000004,47.06578985856717,1.201842978661697
0.04000000000000002,47.52601794671696,1.6611465166026345
0.06000000000000004,47.48688599981326,3.326099956960463
0.08000000000000006,49.04512605665285,3.1689841520278135
0.10000000000000007,50.02628644548733,3.8676256694178583
0.12000000000000009,49.69078479507389,5.057624371889286
0.1400000000000001,50.71922140682369,6.84742313681223
0.16000000000000011,52.842269486377965,7.626356557686118
0.18000000000000013,52.89844366966542,9.88685930790859
0.20000000000000015,53.15089889865288,10.498283068597424
0.22000000000000017,54.845721638514306,11.429606464969693
0.24000000000000019,56.820967376144324,10.281998311267596
0.2600000000000002,54.737374130015844,13.105205091717934
0.2800000000000002,56.50438983334307,14.047516059189007
0.3000000000000002,59.15825094797813,12.78610913969586
0.32000000000000023,63.257084801734734,7.1741696630393434
0.34000000000000025,58.60812918500663,13.973037377999345
0.36000000000000026,60.24746391292745,15.3505920955594
0.3800000000000003,58.528990963773424,17.779554934425185
0.4000000000000003,64.43040540458297,12.21794999360599
0.4200000000000003,63.51398994339932,16.501174142962643
0.44000000000000034,63.50539789654262,19.91652188015973
0.46000000000000035,66.54038592843727,17.990740959125308
0.48000000000000037,70.41207210251865,12.209742990130103
0.5000000000000003,63.495844340544764,15.706297399742137
0.5200000000000004,57.177366312677414,25.277070786672855
0.5400000000000004,63.99580890727755,18.80680031886298
0.5600000000000004,67.57652550130338,15.594836303832524
0.5800000000000004,64.2480908432859,21.098450528887756
0.6000000000000004,61.36846094188814,23.224816169433993
0.6200000000000004,65.85893445234794,22.37944222843208
0.6400000000000005,72.29564437069259,18.845150476811348
0.6600000000000005,68.87045583872069,21.964709651262705
0.6800000000000005,58.20423167819097,31.254303403462682
0.7000000000000005,70.61999855790559,21.61636016177496
0.7200000000000005,70.78294607638901,22.521013664366258
0.7400000000000005,72.64096224395801,21.936311615034782
0.7600000000000006,65.37645519265467,31.40102301165267
0.7800000000000006,78.83207769127362,21.115553143124508
0.8000000000000006,78.43209766877061,22.469856683691713
0.8200000000000006,69.94383504237906,33.31031594491241
0.8400000000000006,63.7317610855878,39.97083848042557
0.8600000000000007,80.80206929163212,22.31991560929797
0.8800000000000007,85.59068570610278,17.711846721324317
0.9000000000000007,71.91279393969066,31.766576013615662
0.9200000000000007,77.42732781478495,28.434310605404427
0.9400000000000007,83.10555939363303,27.64876856057149
0.9600000000000007,77.97771867686485,33.38691889175034
0.9800000000000008,70.34381898932592,36.9394161600579
1.0000000000000007,77.65683686609162,29.49832414637359
1.0200000000000007,78.86157707924959,27.381626530339748
1.0400000000000007,72.22209451986936,36.07172172983076
1.0600000000000007,71.24386652700056,35.5636854366795
1.0800000000000007,83.41864421427036,23.48446416702678
1.1000000000000008,80.52805003230826,26.084952290338446
1.1200000000000008,74.02693925170871,37.94144855176206
1.1400000000000008,69.00341620538495,41.87112721872295
1.1600000000000008,86.13893478047865,26.050973427040155
1.1800000000000008,80.83264249330026,33.87485358788208
1.2000000000000008,73.6829206223933,43.765134042368075
1.2200000000000009,74.51399387800579,43.83094169970943
1.2400000000000009,84.60774078779377,37.9341587888301
1.260000000000001,97.36429856312138,24.018693476420943
1.280000000000001,81.99550731086315,39.296970504630295
1.300000000000001,81.4360768288025,39.60156308638249
1.320000000000001,77.97285544027116,40.205669994508284
1.340000000000001,81.0128403472389,41.8033139255333
1.360000000000001,84.82061786891235,39.60051221318703
1.380000000000001,81.413370621269,43.91861545046327
1.400000000000001,83.63181586597626,43.94248374899506
1.420000000000001,86.76974495862352,43.677506451636425
1.440000000000001,89.3918359072097,46.72261074243683
1.460000000000001,94.94426265432205,45.69673468182322
1.480000000000001,80.8743303853714,59.48225232789418
1.500000000000001,94.79470287862382,44.576724607580445
1.5200000000000011,102.98190212607409,33.51563763669741
1.5400000000000011,96.69119046074425,37.739640242444096
1.5600000000000012,78.64824246467634,56.018762044402195
1.5800000000000012,81.21158994630885,51.64717394279594
1.6000000000000012,99.12856735442855,34.06462322647412
1.6200000000000012,88.71996280892881,43.603809048989525
1.6400000000000012,75.66033540583521,59.24132023856041
1.6600000000000013,78.34907306618915,57.62996726656539
1.6800000000000013,100.90040474319326,32.73615993140697
1.7000000000000013,94.92820309117364,36.041655869822115
1.7200000000000013,74.35227383116717,54.85400053716197
1.7400000000000013,75.80775651555005,51.45764316194807
1.7600000000000013,91.0845646776791,31.305020095961783
1.7800000000000014,87.92286870531403,30.566624029478017
1.8000000000000014,82.62463422866104,37.70694764620886
1.8200000000000014,72.82049464409926,45.096226635837006
1.8400000000000014,88.06646572330527,34.91217012923063
1.8600000000000014,86.57161099817966,35.30732649878562
1.8800000000000014,84.38263322680523,38.359904049158764
1.9000000000000015,76.68705565781359,47.87779150155216
1.9200000000000015,77.46170024240213,47.88379037895194
1.9400000000000015,83.9327125929203,43.61132035630835
1.9600000000000015,94.15345527307463,34.43545475255145
1.9800000000000015,92.82936806691066,35.41895782091656
2.0000000000000013,77.78069620998168,45.7788243208812
2.019999999999999,77.07013463689974,42.8759535786266
2.039999999999997,89.64444741261174,32.06415787288477
2.0599999999999947,94.42474610282355,26.669805787278598
2.0799999999999925,77.78663213646307,34.36828091607127
2.0999999999999903,72.22314212560785,35.158117592900474
2.119999999999988,74.52077221374896,29.229949310144562
2.139999999999986,77.32885967819608,29.942456111313877
2.1599999999999837,74.20721654607155,35.25343203727002
2.1799999999999815,65.98584842970882,39.41771256597495
2.1999999999999793,79.10981199142014,32.8626916771689
2.219999999999977,83.09455961153532,28.854960881660396
2.239999999999975,77.6087251188463,34.84296453922082
2.2599999999999727,70.69039868193387,44.104405662849246
2.2799999999999705,82.35005064102322,29.31412296851618
2.2999999999999683,78.38801841891919,34.237964872966394
2.319999999999966,76.88531202260727,34.96843773812399
2.339999999999964,71.37207357458553,41.46946640017197
2.3599999999999617,75.10755319522704,39.55181000570672
2.3799999999999595,70.82964755841753,42.731961584247905
