0, -906902.0
10, -906886.375
20, -906880.5
30, -906880.4375
40, -906876.9375
50, -906863.25
60, -906874.0625
70, -906859.3125
80, -906867.25
90, -906865.5625
100, -906875.3125
110, -906849.3125
120, -906859.1875
130, -906872.5
140, -906857.9375
150, -906858.875
160, -906841.4375
170, -906858.8125
180, -906857.1875
190, -906871.0625
200, -906851.3125
210, -906840.9375
220, -906864.4375
230, -906837.875
240, -906835.3125
250, -906873.625
260, -906840.9375
270, -906842.375
280, -906859.1875
290, -906838.375
300, -906853.375
310, -906840.625
320, -906846.5
330, -906827.0
340, -906822.6875
350, -906844.8125
360, -906856.4375
370, -906827.5
380, -906867.125
390, -906871.125
400, -906855.9375
410, -906878.9375
420, -906878.1875
430, -906890.125
440, -906881.3125
450, -906884.1875
460, -906874.75
470, -906852.5625
480, -906857.1875
490, -906839.5625
500, -906868.75
510, -906859.9375
520, -906834.3125
530, -906850.3125
540, -906844.9375
550, -906841.125
560, -906859.9375
570, -906836.4375
580, -906859.125
590, -906852.9375
600, -906857.0625
610, -906867.0
620, -906864.6875
630, -906861.125
640, -906879.625
650, -906849.75
660, -906874.375
670, -906864.375
680, -906869.625
690, -906851.9375
700, -906865.3125
710, -906868.25
720, -906837.4375
730, -906867.5625
740, -906868.6875
750, -906870.625
760, -906865.5625
770, -906859.4375
780, -906861.4375
790, -906869.5
800, -906857.125
810, -906883.25
820, -906853.625
830, -906852.1875
840, -906847.125
850, -906844.625
860, -906844.625
870, -906823.8125
880, -906838.0625
890, -906856.4375
900, -906845.6875
910, -906848.0
920, -906854.3125
930, -906866.1875
940, -906872.625
950, -906846.25
960, -906855.0625
970, -906867.875
980, -906859.5625
990, -906867.875
1000, -906869.0
1010, -906874.4375
1020, -906852.8125
1030, -906870.0625
1040, -906886.875
1050, -906874.0625
1060, -906869.9375
1070, -906866.25
1080, -906849.8125
1090, -906876.625
1100, -906838.875
1110, -906862.0
1120, -906868.75
1130, -906856.0625
1140, -906887.0
1150, -906865.125
1160, -906869.6875
1170, -906866.375
1180, -906880.125
1190, -906869.0625
1200, -906861.25
1210, -906842.6875
1220, -906854.25
1230, -906846.6875
1240, -906838.8125
1250, -906856.8125
1260, -906853.875
1270, -906860.0
1280, -906858.125
1290, -906867.8125
1300, -906865.875
1310, -906872.625
1320, -906835.8125
1330, -906890.0
1340, -906870.125
1350, -906863.0
1360, -906867.25
1370, -906852.5625
1380, -906840.0625
1390, -906844.9375
1400, -906859.4375
1410, -906859.0625
1420, -906867.0
1430, -906870.625
1440, -906863.9375
1450, -906864.0
1460, -906869.6875
1470, -906880.625
1480, -906882.1875
1490, -906881.5625
1500, -906869.0625
1510, -906872.9375
1520, -906872.6875
1530, -906868.8125
1540, -906873.3125
1550, -906865.375
1560, -906861.5625
1570, -906852.875
1580, -906854.625
1590, -906857.0
1600, -906862.0
1610, -906834.3125
1620, -906850.1875
1630, -906867.375
1640, -906864.5625
1650, -906858.4375
1660, -906869.875
1670, -906855.875
1680, -906860.3125
1690, -906840.4375
1700, -906855.0
1710, -906852.1875
1720, -906869.9375
1730, -906858.75
1740, -906871.3125
1750, -906860.1875
1760, -906863.0
1770, -906854.4375
1780, -906878.5
1790, -906871.8125
1800, -906860.4375
1810, -906872.125
1820, -906848.9375
1830, -906849.125
1840, -906818.1875
1850, -906853.0625
1860, -906861.0625
1870, -906855.3125
1880, -906855.375
1890, -906851.875
1900, -906880.6875
1910, -906861.3125
1920, -906851.4375
1930, -906826.875
1940, -906843.9375
1950, -906842.125
1960, -906862.125
1970, -906856.5625
1980, -906866.8125
1990, -906861.5625
2000, -906846.3125
2010, -906870.0625
2020, -906868.5625
2030, -906872.0625
2040, -906876.75
2050, -906877.75
2060, -906847.375
2070, -906841.5
2080, -906870.0625
2090, -906858.875
2100, -906870.75
2110, -906857.5625
2120, -906864.125
2130, -906841.125
2140, -906851.75
2150, -906859.375
2160, -906848.375
2170, -906872.5
2180, -906860.5
2190, -906867.0625
2200, -906876.375
2210, -906865.5625
2220, -906855.3125
2230, -906849.4375
2240, -906846.5
2250, -906845.1875
2260, -906863.9375
2270, -906874.125
2280, -906869.125
2290, -906865.0625
2300, -906862.8125
2310, -906862.0
2320, -906855.625
2330, -906869.375
2340, -906844.8125
2350, -906862.4375
2360, -906849.1875
2370, -906859.6875
2380, -906867.625
2390, -906867.25
2400, -906856.875
2410, -906849.375
2420, -906874.6875
2430, -906835.5
2440, -906860.1875
2450, -906855.125
2460, -906861.875
2470, -906848.75
2480, -906862.1875
2490, -906875.625
2500, -906858.75
2510, -906859.5625
2520, -906849.625
2530, -906845.75
2540, -906862.4375
