molDWRow_999, -5.844240922540435, 2, 1
SAMPLmol2, -4.2109845056275, 2, 1
SAMPLmol4, 4.393409422716244, 2, 1
molDWRow_1000, 5.517628212891739, 2, 1
molDWRow_1001, -1.8941914922317464, 2, 1
molDWRow_1002, 3.3697039823616306, 2, 1
molDWRow_1003, -8.692027951959545, 2, 1
molDWRow_1005, -15.941797344190693, 2, 1
molDWRow_104, 18.35871239270714, 1, 2
molDWRow_1010, 6.144233869741506, 2, 1
molDWRow_1006, -6.787075489018674, 2, 1
molDWRow_1034, -18.691610412907032, 2, 1
molDWRow_1035, -15.91112650810747, 2, 1
molDWRow_105, 21.207464261788445, 6, 7
molDWRow_1056, 5.1569862682908845, 1, 1
molDWRow_1057, 11.170669043571403, 1, 2
molDWRow_1058, 6.055570771575794, 1, 2
molDWRow_1060, -5.031030206918181, 1, 2
molDWRow_1036, -17.174732693704524, 2, 1
molDWRow_1059, 11.044788113924394, 2, 2
molDWRow_107, 16.110455312060875, 5, 4
molDWRow_106, 18.237353911463188, 2, 3
molDWRow_1064, 8.760411467842045, 5, 2
molDWRow_1072, 2.8327428847028804, 2, 2
molDWRow_109, 17.55561851906163, 2, 4
molDWRow_1081, -6.510783256805658, 1, 2
molDWRow_108, 14.759288310776698, 2, 4
molDWRow_1082, 2.9104867903386014, 4, 8
molDWRow_1181, -26.675823519542803, 1, 2
molDWRow_1083, 12.319937007713985, 2, 8
molDWRow_110, 16.58328272538148, 2, 11
molDWRow_1102, 8.12374479269187, 2, 1
molDWRow_113, -8.071146623262857, 6, 10
molDWRow_1182, -18.20055458845875, 1, 3
molDWRow_1106, 5.597959428190738, 2, 2
molDWRow_1188, -19.199084315556014, 1, 2
molDWRow_1183, -23.12807393430182, 1, 8
molDWRow_1193, -38.452711038762104, 1, 1
molDWRow_1195, -14.576855596273607, 1, 2
molDWRow_115, -17.65467720158441, 8, 12
molDWRow_1190, -17.735359676139847, 1, 2
molDWRow_116, -8.501634418796291, 7, 14
molDWRow_114, -16.940672583709127, 4, 5
molDWRow_117, -10.505131246766606, 7, 16
molDWRow_1192, -18.221680614628145, 1, 2
molDWRow_1196, -7.123535271573244, 1, 2
molDWRow_1191, -16.890388545011024, 1, 3
molDWRow_1201, -20.36407034666409, 1, 2
molDWRow_119, -15.841568103556531, 8, 9
molDWRow_1228, -13.84452153202111, 1, 2
molDWRow_1241, -20.932964944443132, 1, 2
molDWRow_1232, -14.144704083192426, 7, 2
molDWRow_1225, -17.890602343132638, 2, 4
