#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)"
0.020000000000000004,60.94555606255852,1.4461274800432953
0.04000000000000002,62.03005231990911,3.340274780077286
0.06000000000000004,64.58997314134436,4.93197388770827
0.08000000000000006,65.65624253069105,6.693546045194625
0.10000000000000007,65.4174818515844,10.696883277746714
0.12000000000000009,68.6553306915609,11.112183023102766
0.1400000000000001,70.50206281760532,10.607991702179499
0.16000000000000011,72.64250468921801,13.885171120521255
0.18000000000000013,71.94713923557302,19.252362901314378
0.20000000000000015,70.86064859962201,21.195498446547777
0.22000000000000017,79.4695877766023,16.718290905925937
0.24000000000000019,81.84605247334768,14.69240695767926
0.2600000000000002,81.47231838715855,15.951821937081878
0.2800000000000002,79.54647193758436,18.411516925401543
0.3000000000000002,78.46811465380722,23.855566818637126
0.32000000000000023,70.78535127226075,31.6823824916987
0.34000000000000025,79.9652830075888,24.580737800100422
0.36000000000000026,78.3594205559286,27.645230886513634
0.3800000000000003,83.29067845353677,22.204447385868846
0.4000000000000003,85.7546713591426,20.945129963850583
0.4200000000000003,85.15884667778039,24.165163775400604
0.44000000000000034,82.59355543180757,26.620420438305977
0.46000000000000035,85.62097495529696,22.819386250799557
0.48000000000000037,81.91676554766353,30.44636991049587
0.5000000000000003,85.90826032171128,27.356881146408153
0.5200000000000004,82.28758902001701,33.717968310007265
0.5400000000000004,84.52882245384922,31.46169140251512
0.5600000000000004,93.41197617820566,31.551416935106147
0.5800000000000004,90.56059356160935,38.111384393641195
0.6000000000000004,97.20462504486765,37.38280539940398
0.6200000000000004,96.80648777152877,40.53611369600675
0.6400000000000005,98.35901407254617,44.38397748522072
0.6600000000000005,103.9963079673931,41.88449445832154
0.6800000000000005,99.23892018188141,46.03165811219404
0.7000000000000005,104.21366703980078,39.30346108583305
0.7200000000000005,104.83962220130417,38.9423354641395
0.7400000000000005,113.23937380144642,39.25670627739687
0.7600000000000006,113.44611325307446,40.02316737114688
0.7800000000000006,111.51366698248782,41.86526671595124
0.8000000000000006,113.67006051987171,39.39192370888789
0.8200000000000006,111.41915497628939,43.669541080215986
0.8400000000000006,110.79538852074964,46.911087536747864
0.8600000000000007,109.16575855106923,56.004946145063414
0.8800000000000007,102.83472785492765,64.54098411140615
0.9000000000000007,115.08138491538449,60.39018245241265
0.9200000000000007,114.17628968689316,56.524182834913525
0.9400000000000007,129.4907998150527,41.35959115045446
0.9600000000000007,114.49270444776033,52.55669653527115
0.9800000000000008,121.95782595245423,45.42434806997782
1.0000000000000007,111.51578556906537,56.91689309899253
1.0200000000000007,116.2257586835525,53.29757543336114
1.0400000000000007,112.52103535179465,56.30145846744153
1.0600000000000007,119.18113527576628,52.858859248364844
1.0800000000000007,115.49798585800374,54.618985919960394
1.1000000000000008,113.17124651315575,52.68166653803282
1.1200000000000008,112.26102443991708,52.89381081195482
1.1400000000000008,99.42100270366643,64.7485417058232
1.1600000000000008,103.58817609055589,64.05478122490945
1.1800000000000008,102.67938592965311,71.13112822638094
1.2000000000000008,115.90246228109373,62.446173477175265
1.2200000000000009,123.62635736618917,55.57305446059833
1.2400000000000009,141.18928161468264,44.81541591114073
1.260000000000001,131.28193067588097,54.8977289064657
1.280000000000001,114.03173381194571,63.71959986440113
1.300000000000001,119.6048026184626,59.17280555156777
1.320000000000001,114.76349268132961,67.14116140506367
1.340000000000001,123.89205464761885,61.93786214196571
1.360000000000001,116.72493570824149,67.77245461300265
1.380000000000001,140.60112018312356,48.20555262521327
1.400000000000001,120.88559852676215,67.10027147762642
1.420000000000001,130.45601187159784,57.76770824089199
1.440000000000001,120.81192001533404,63.592545914332334
1.460000000000001,122.4974100025865,62.1856442094948
1.480000000000001,113.68832782871134,67.818776342822
1.500000000000001,119.34858484847832,61.257658090535344
1.5200000000000011,117.30466064067323,66.56144378537061
1.5400000000000011,110.21197854117977,71.3115412874957
1.5600000000000012,120.17102154994112,62.08278213134258
1.5800000000000012,100.6597383667453,79.48802140896753
1.6000000000000012,118.11708735691133,63.05963723289639
1.6200000000000012,112.79996809734753,70.38314629831582
1.6400000000000012,134.7288841238148,53.916520114095626
1.6600000000000013,114.34246316800485,75.69086880662557
1.6800000000000013,125.37737608944738,66.07354778911953
1.7000000000000013,141.87982109663812,52.61307510932781
1.7200000000000013,144.93892619778305,50.88605058799483
1.7400000000000013,125.20899189382541,70.00620772695765
